session_id,user_id,user_type,start_hour,duration_minutes,late_night,avg_load,max_load,load_variance,has_quiz,quiz_score,message_count,whiteboard_actions,burnout_risk,performance
687,65,beginner,15,205,0,0.44,0.94,0.0337,1,37.2,48,25,low,D
688,97,intermediate,22,135,0,0.32,0.45,0.0059,0,,46,10,low,C
689,151,advanced,16,122,0,0.82,0.95,0.004,1,68.13,29,30,low,B
690,1,advanced,21,50,0,0.59,0.69,0.0032,1,68.7,46,5,low,B
691,110,advanced,15,17,0,0.26,0.31,0.0032,1,86.73,20,5,low,A
692,38,intermediate,19,173,0,0.33,0.51,0.0066,1,46.14,33,6,low,D
693,81,intermediate,22,74,0,0.47,0.55,0.0053,0,,22,30,low,B
694,110,advanced,20,114,0,0.51,0.57,0.001,1,68.25,17,27,low,B
695,113,advanced,6,140,0,0.38,0.49,0.0023,1,85.55,5,22,low,A
696,7,intermediate,6,235,0,0.64,0.82,0.0086,0,,38,3,low,B
697,163,beginner,15,50,0,0.7,0.96,0.033,0,,22,27,low,D
698,109,intermediate,7,236,0,0.55,0.76,0.0138,1,40.12,5,7,low,D
699,140,intermediate,14,71,0,0.37,0.7,0.0116,0,,21,13,low,B
700,121,beginner,8,70,0,0.47,0.66,0.0164,1,13.55,31,11,low,D
701,146,intermediate,21,22,0,0.77,0.94,0.0163,1,49.43,20,3,low,D
702,36,intermediate,14,40,0,0.6,0.67,0.004,1,36.82,44,22,low,D
703,157,beginner,21,79,0,0.51,0.89,0.0393,1,12.43,1,11,low,D
704,173,advanced,20,185,0,0.73,0.82,0.0016,1,56.0,14,1,medium,C
705,170,advanced,20,60,0,0.56,0.62,0.0013,0,,19,6,low,B
706,154,beginner,11,84,0,0.74,1.0,0.0314,0,,16,4,low,B
707,45,beginner,6,156,0,0.56,0.9,0.0246,1,5.5,7,28,low,D
708,128,beginner,22,24,0,0.69,1.0,0.0429,1,9.48,18,17,low,D
709,199,beginner,6,199,0,0.36,0.66,0.0183,0,,47,21,low,C
710,68,beginner,7,164,0,0.58,0.75,0.0078,1,14.8,42,11,low,D
711,68,beginner,10,196,0,0.88,1.0,0.0135,1,-4.38,27,29,medium,D
712,65,beginner,15,148,0,0.39,0.58,0.0076,1,-5.66,15,21,low,D
713,131,intermediate,23,132,1,0.62,0.73,0.0041,1,51.94,41,12,low,C
714,16,intermediate,10,230,0,0.5,0.71,0.0084,1,35.6,11,6,low,D
715,16,intermediate,15,98,0,0.48,0.66,0.0126,1,23.35,38,15,low,D
716,176,beginner,22,88,0,0.82,1.0,0.019,1,28.28,18,3,low,D
717,131,intermediate,19,206,0,0.62,0.74,0.0048,1,68.04,27,12,low,B
718,7,intermediate,20,22,0,0.36,0.48,0.0059,0,,10,24,low,A
719,72,beginner,16,178,0,0.81,1.0,0.0122,1,1.02,3,27,low,D
720,39,advanced,8,93,0,0.58,0.69,0.0043,1,72.58,29,13,low,B
721,115,intermediate,19,52,0,0.33,0.44,0.0042,1,44.63,39,25,low,D
722,165,advanced,19,104,0,0.33,0.37,0.0007,1,82.55,15,12,low,A
723,69,advanced,23,115,1,0.6,0.66,0.0009,0,,29,14,low,A
724,104,advanced,8,32,0,0.75,0.78,0.0012,1,84.12,4,24,low,A
725,113,advanced,10,55,0,0.69,0.8,0.0029,1,52.51,30,12,low,C
726,12,advanced,21,150,0,0.39,0.45,0.0008,0,,17,13,low,B
727,33,beginner,12,93,0,0.85,1.0,0.0171,1,14.37,9,26,low,D
728,172,beginner,10,166,0,0.9,1.0,0.0087,1,17.79,46,10,low,D
729,63,beginner,15,223,0,0.89,1.0,0.0151,1,-9.01,46,24,medium,D
730,173,advanced,17,133,0,0.7,0.79,0.0024,1,65.04,45,6,low,B
731,24,intermediate,11,122,0,0.42,0.65,0.0178,1,21.34,22,28,low,D
732,128,beginner,23,24,1,0.85,1.0,0.0674,1,19.39,20,21,medium,D
733,7,intermediate,12,26,0,0.59,0.71,0.0055,1,56.23,14,28,low,C
734,10,intermediate,23,141,1,0.61,0.78,0.0105,1,54.37,32,27,low,C
735,30,beginner,8,111,0,0.7,1.0,0.0535,1,16.05,19,29,low,D
736,105,beginner,17,17,0,0.67,0.9,0.0191,1,24.61,40,29,low,D
737,41,beginner,21,32,0,0.86,1.0,0.0102,1,-4.04,3,0,low,D
738,164,intermediate,9,90,0,0.87,1.0,0.01,1,27.21,13,11,low,D
739,76,beginner,19,173,0,0.38,0.79,0.0264,1,21.22,26,4,low,D
740,102,intermediate,10,155,0,0.89,1.0,0.0052,1,47.14,48,28,low,D
741,173,advanced,9,139,0,0.55,0.61,0.0009,0,,1,25,low,B
742,13,beginner,14,36,0,0.87,1.0,0.0228,1,-6.86,24,26,low,D
743,16,intermediate,20,99,0,0.77,0.97,0.01,1,21.38,27,20,low,D
744,130,beginner,19,170,0,0.77,1.0,0.0297,1,21.89,26,8,low,D
745,37,advanced,20,210,0,0.71,0.83,0.0031,1,55.33,43,24,medium,C
746,66,beginner,12,132,0,0.69,1.0,0.0305,1,28.54,34,9,low,D
747,186,advanced,22,35,0,0.37,0.41,0.0007,0,,21,2,low,C
748,158,intermediate,12,50,0,0.6,0.78,0.014,1,38.7,36,12,low,D
749,189,advanced,11,140,0,0.5,0.6,0.0023,1,92.29,5,12,low,A
750,137,advanced,19,133,0,0.46,0.57,0.0029,1,74.14,33,17,low,B
751,152,advanced,7,115,0,0.26,0.32,0.0019,1,84.91,41,17,low,A
752,46,advanced,17,155,0,0.36,0.47,0.0027,1,95.22,22,8,low,A
753,63,beginner,14,64,0,0.53,0.69,0.0145,1,11.97,21,10,low,D
754,58,beginner,8,171,0,0.55,0.91,0.0396,0,,26,19,low,D
755,175,advanced,21,100,0,0.76,0.82,0.0012,1,83.16,21,18,low,A
756,97,intermediate,15,102,0,0.44,0.63,0.0072,1,49.0,9,25,low,D
757,153,intermediate,23,83,1,0.77,0.95,0.0098,0,,27,6,medium,B
758,24,intermediate,14,140,0,0.63,0.76,0.0069,1,37.08,16,13,low,D
759,142,intermediate,7,95,0,0.43,0.58,0.0099,1,45.05,50,19,low,D
760,48,intermediate,18,190,0,0.42,0.54,0.004,0,,14,26,low,D
761,23,intermediate,12,82,0,0.73,0.85,0.0055,0,,37,0,low,A
762,92,beginner,14,45,0,0.31,0.4,0.0035,1,17.65,19,26,low,D
763,21,intermediate,8,161,0,0.73,0.88,0.0039,1,13.6,23,2,low,D
764,140,intermediate,11,19,0,0.68,0.76,0.0019,1,33.92,1,21,low,D
765,111,intermediate,6,100,0,0.45,0.65,0.0118,1,40.03,47,22,low,D
766,198,beginner,13,90,0,0.64,0.94,0.024,0,,27,3,low,C
767,53,beginner,17,138,0,0.58,0.91,0.0285,1,30.13,33,8,low,D
768,80,advanced,22,71,0,0.67,0.77,0.0015,1,65.52,49,3,low,B
769,42,beginner,12,120,0,0.75,1.0,0.0218,1,22.66,17,24,low,D
770,114,beginner,6,21,0,0.59,0.93,0.0317,0,,46,22,low,D
771,188,beginner,14,195,0,0.79,1.0,0.0254,1,28.14,49,14,medium,D
772,41,beginner,6,182,0,0.38,0.68,0.0134,0,,19,3,low,D
773,80,advanced,13,69,0,0.69,0.75,0.0018,1,71.55,36,20,low,B
774,35,intermediate,15,177,0,0.46,0.62,0.0086,1,55.83,26,1,low,C
775,51,beginner,8,15,0,0.89,1.0,0.0058,1,1.53,29,23,low,D
776,183,intermediate,16,191,0,0.42,0.55,0.0045,1,38.1,50,6,low,D
777,93,beginner,21,90,0,0.35,0.61,0.0141,1,30.0,4,7,low,D
778,85,beginner,13,105,0,0.73,1.0,0.0232,0,,13,8,low,D
779,155,beginner,10,16,0,0.74,0.84,0.0083,0,,2,3,low,B
780,67,advanced,7,229,0,0.85,0.95,0.0019,1,71.43,50,29,medium,B
781,168,beginner,22,72,0,0.47,0.76,0.0309,0,,7,28,low,C
782,20,advanced,14,66,0,0.34,0.44,0.0023,1,65.26,19,11,low,B
783,118,beginner,14,49,0,0.61,1.0,0.0602,1,37.99,7,6,low,D
784,189,advanced,7,230,0,0.49,0.6,0.0014,1,85.92,27,26,low,A
785,95,beginner,20,26,0,0.37,0.51,0.0084,1,32.68,5,14,low,D
786,66,beginner,9,96,0,0.58,0.77,0.0156,0,,19,25,low,D
787,171,advanced,23,35,1,0.64,0.69,0.0013,1,81.1,13,21,low,A
788,80,advanced,21,194,0,0.66,0.72,0.0017,1,64.53,43,9,low,C
789,106,intermediate,14,198,0,0.78,1.0,0.009,0,,33,28,medium,C
790,16,intermediate,6,64,0,0.54,0.64,0.0057,1,40.93,4,25,low,D
791,146,intermediate,18,37,0,0.57,0.64,0.0022,1,42.41,43,14,low,D
792,13,beginner,18,205,0,0.58,0.83,0.0133,1,32.81,11,22,low,D
793,134,beginner,20,75,0,0.84,1.0,0.0139,1,-1.76,43,11,low,D
794,189,advanced,21,38,0,0.41,0.5,0.0023,1,83.73,43,4,low,A
795,125,advanced,9,149,0,0.45,0.5,0.0011,0,,27,29,low,A
796,185,intermediate,15,226,0,0.42,0.69,0.0141,1,62.32,14,24,low,C
797,79,beginner,21,113,0,0.48,0.71,0.0169,1,21.61,16,2,low,D
798,10,intermediate,7,55,0,0.61,0.71,0.0041,1,44.64,39,2,low,D
799,22,beginner,10,84,0,0.48,0.66,0.014,1,29.54,14,22,low,D
800,182,advanced,13,52,0,0.71,0.82,0.0032,1,40.93,36,24,low,D
801,170,advanced,7,238,0,0.53,0.65,0.0021,1,77.62,12,15,low,B
802,192,advanced,22,128,0,0.79,0.85,0.0011,0,,15,26,low,C
803,27,beginner,11,203,0,0.51,0.8,0.0183,1,14.81,43,18,low,D
804,189,advanced,6,193,0,0.38,0.48,0.0021,1,76.04,17,11,low,B
805,176,beginner,20,101,0,0.52,0.82,0.0302,1,14.04,44,12,low,D
806,111,intermediate,17,59,0,0.36,0.48,0.0061,0,,7,7,low,B
807,64,advanced,10,15,0,0.83,0.89,0.0022,1,69.85,45,14,low,B
808,160,advanced,7,17,0,0.25,0.28,0.0011,1,74.43,22,20,low,B
809,49,advanced,19,230,0,0.3,0.39,0.0022,1,89.49,32,23,low,A
810,37,advanced,6,148,0,0.38,0.5,0.0024,1,69.2,5,23,low,B
811,1,advanced,14,233,0,0.33,0.49,0.0046,1,97.27,32,11,low,A
812,7,intermediate,7,186,0,0.62,0.81,0.0081,0,,9,8,low,D
813,58,beginner,19,41,0,0.44,0.65,0.0204,1,22.03,24,24,low,D
814,51,beginner,18,53,0,0.6,0.8,0.0181,0,,49,29,low,B
815,56,advanced,14,75,0,0.27,0.34,0.001,1,64.38,33,15,low,C
816,23,intermediate,21,27,0,0.72,0.83,0.0056,1,34.01,5,21,low,D
817,1,advanced,19,233,0,0.29,0.38,0.0025,1,76.02,7,26,low,B
818,70,advanced,9,57,0,0.56,0.62,0.0015,1,62.65,49,21,low,C
819,7,intermediate,7,92,0,0.32,0.48,0.0057,0,,15,13,low,D
820,197,beginner,12,108,0,0.36,0.6,0.0189,1,11.56,46,29,low,D
821,34,advanced,20,133,0,0.49,0.59,0.0028,0,,23,17,low,B
822,179,intermediate,20,105,0,0.63,0.75,0.0048,1,60.02,4,4,low,C
823,94,advanced,22,29,0,0.71,0.77,0.0022,1,56.8,27,13,low,C
824,167,intermediate,15,108,0,0.39,0.52,0.0058,1,58.58,27,5,low,C
825,125,advanced,22,171,0,0.64,0.72,0.0011,1,79.6,16,21,low,B
826,103,advanced,11,65,0,0.72,0.8,0.0033,0,,46,5,low,B
827,87,beginner,21,92,0,0.64,1.0,0.0274,0,,41,18,low,C
828,198,beginner,11,107,0,0.7,0.92,0.01,1,27.38,25,10,low,D
829,81,intermediate,20,212,0,0.37,0.6,0.0068,1,46.14,30,3,low,D
830,52,advanced,18,179,0,0.76,0.86,0.0023,0,,8,21,low,B
831,163,beginner,15,205,0,0.58,1.0,0.0501,1,-4.39,12,27,low,D
832,180,advanced,20,222,0,0.44,0.51,0.0019,0,,35,13,low,A
833,67,advanced,7,78,0,0.57,0.66,0.0022,1,90.83,29,18,low,A
834,97,intermediate,11,234,0,0.62,0.82,0.0112,1,30.36,4,15,low,D
835,165,advanced,15,88,0,0.53,0.6,0.0018,1,80.47,29,0,low,A
836,96,intermediate,17,152,0,0.76,0.84,0.0026,0,,14,30,low,C
837,77,advanced,11,36,0,0.38,0.47,0.0029,1,57.99,33,12,low,C
838,31,beginner,12,47,0,0.82,1.0,0.0205,0,,44,29,low,D
839,175,advanced,21,209,0,0.58,0.67,0.0016,1,87.38,39,21,low,A
840,136,intermediate,8,219,0,0.88,1.0,0.0054,1,17.65,33,10,medium,D
841,128,beginner,23,177,1,0.76,1.0,0.0274,0,,39,23,medium,D
842,151,advanced,13,41,0,0.44,0.53,0.0018,1,88.76,29,19,low,A
843,133,advanced,9,130,0,0.79,0.87,0.0018,0,,2,21,low,A
844,181,advanced,13,122,0,0.47,0.62,0.0041,1,78.74,42,2,low,B
845,44,intermediate,7,155,0,0.84,1.0,0.0125,1,49.75,21,28,low,D
846,159,intermediate,12,38,0,0.47,0.63,0.0105,0,,31,8,low,A
847,190,advanced,13,139,0,0.45,0.53,0.0019,1,84.4,0,25,low,A
848,197,beginner,14,129,0,0.75,1.0,0.0212,1,2.51,26,13,low,D
849,26,advanced,15,221,0,0.39,0.47,0.0015,1,38.25,13,16,low,D
850,147,beginner,14,162,0,0.75,0.93,0.0126,1,16.14,7,20,low,D
851,18,intermediate,19,131,0,0.78,1.0,0.0145,0,,35,8,low,C
852,147,beginner,16,80,0,0.64,0.87,0.0127,0,,0,12,low,C
853,132,intermediate,7,85,0,0.56,0.66,0.0036,1,40.92,5,26,low,D
854,62,beginner,23,122,1,0.45,0.77,0.0357,1,24.76,4,18,low,D
855,9,beginner,14,126,0,0.7,1.0,0.0395,1,17.61,28,13,low,D
856,101,beginner,9,44,0,0.74,0.92,0.007,1,-1.95,37,22,low,D
857,23,intermediate,11,36,0,0.45,0.62,0.0143,1,41.41,22,27,low,D
858,76,beginner,18,25,0,0.62,0.73,0.0068,1,14.91,48,30,low,D
859,40,advanced,13,238,0,0.57,0.66,0.0016,1,66.05,34,13,low,B
860,187,beginner,12,67,0,0.65,0.94,0.0256,1,26.08,15,5,low,D
861,196,advanced,23,64,1,0.8,0.85,0.0008,1,67.31,30,20,medium,B
862,153,intermediate,23,177,1,0.83,1.0,0.0099,0,,40,13,medium,A
863,6,intermediate,8,199,0,0.62,0.76,0.0039,0,,48,29,low,B
864,102,intermediate,23,96,1,0.65,0.72,0.0028,0,,43,2,low,C
865,93,beginner,16,92,0,0.42,0.62,0.016,1,25.25,34,8,low,D
866,143,intermediate,19,127,0,0.43,0.57,0.0051,1,33.69,4,28,low,D
867,39,advanced,20,58,0,0.58,0.63,0.0012,1,70.89,39,26,low,B
868,154,beginner,9,198,0,0.47,0.91,0.0407,1,30.44,15,7,low,D
869,34,advanced,8,73,0,0.7,0.8,0.0023,0,,48,25,low,C
870,176,beginner,7,65,0,0.58,0.77,0.014,0,,44,30,low,B
871,21,intermediate,21,33,0,0.29,0.38,0.0042,1,68.1,47,8,low,B
872,123,advanced,17,106,0,0.71,0.8,0.0019,1,61.6,32,15,low,C
873,92,beginner,21,69,0,0.47,0.64,0.012,0,,11,19,low,B
874,142,intermediate,8,86,0,0.42,0.5,0.0046,0,,10,14,low,C
875,152,advanced,16,157,0,0.6,0.69,0.0018,1,85.54,42,6,low,A
876,154,beginner,6,117,0,0.55,0.9,0.0202,1,35.02,50,28,low,D
877,62,beginner,11,132,0,0.63,0.81,0.0118,1,28.32,17,3,low,D
878,141,advanced,20,118,0,0.46,0.5,0.001,1,82.82,12,0,low,A
879,177,intermediate,19,198,0,0.77,0.99,0.0091,1,29.42,0,23,medium,D
880,36,intermediate,23,69,1,0.48,0.6,0.0075,1,50.66,47,24,low,C
881,88,intermediate,16,113,0,0.48,0.67,0.0118,1,40.86,13,1,low,D
882,153,intermediate,6,238,0,0.84,1.0,0.0058,0,,28,4,medium,B
883,143,intermediate,23,72,1,0.61,0.81,0.0175,0,,42,0,low,C
884,125,advanced,19,191,0,0.66,0.78,0.0024,0,,23,22,low,A
885,32,intermediate,12,47,0,0.74,0.83,0.0076,1,51.74,36,19,low,C
886,100,beginner,19,37,0,0.54,0.68,0.008,0,,34,5,low,C
887,95,beginner,10,48,0,0.64,0.87,0.0227,1,11.82,6,26,low,D
888,149,advanced,19,181,0,0.27,0.33,0.0012,1,101.14,36,16,low,A
889,166,intermediate,6,50,0,0.88,0.97,0.0048,1,19.98,15,25,low,D
890,166,intermediate,15,160,0,0.64,0.89,0.0136,1,21.81,44,22,low,D
891,147,beginner,13,170,0,0.5,0.76,0.0148,0,,33,13,low,C
892,2,beginner,20,76,0,0.88,1.0,0.0187,0,,3,1,low,D
893,12,advanced,16,193,0,0.76,0.83,0.001,1,65.69,31,22,medium,B
894,69,advanced,14,234,0,0.72,0.84,0.0039,1,44.57,14,13,medium,D
895,106,intermediate,14,216,0,0.69,0.88,0.0103,1,47.24,39,12,low,D
896,191,beginner,18,42,0,0.74,1.0,0.0123,1,2.14,38,6,low,D
897,12,advanced,21,24,0,0.46,0.59,0.0076,0,,36,24,low,B
898,23,intermediate,14,60,0,0.79,0.88,0.0036,0,,8,13,low,D
899,65,beginner,14,146,0,0.89,1.0,0.0168,0,,48,21,low,B
900,61,advanced,14,141,0,0.6,0.72,0.0027,1,56.35,21,0,low,C
901,52,advanced,11,114,0,0.57,0.67,0.0017,1,37.32,14,14,low,D
902,62,beginner,21,144,0,0.88,1.0,0.0129,1,-4.06,12,13,low,D
903,169,beginner,8,101,0,0.61,0.85,0.0125,1,8.16,6,3,low,D
904,23,intermediate,23,139,1,0.8,0.91,0.0043,1,26.91,32,1,medium,D
905,104,advanced,13,228,0,0.65,0.75,0.0017,1,94.01,48,20,low,A
906,92,beginner,22,216,0,0.52,0.77,0.0119,1,13.14,30,6,low,D
907,143,intermediate,14,26,0,0.34,0.46,0.0065,1,58.12,19,22,low,C
908,140,intermediate,20,40,0,0.58,0.66,0.0083,1,38.18,46,10,low,D
909,98,beginner,16,41,0,0.89,1.0,0.0144,1,5.3,37,0,low,D
910,92,beginner,12,192,0,0.56,0.87,0.0229,1,4.1,6,11,low,D
911,95,beginner,9,215,0,0.57,1.0,0.0392,1,10.06,15,9,low,D
912,170,advanced,16,99,0,0.69,0.75,0.001,0,,43,14,low,C
913,169,beginner,13,17,0,0.72,0.87,0.0094,0,,15,26,low,C
914,135,beginner,21,140,0,0.76,0.99,0.0142,1,0.77,4,4,low,D
915,74,advanced,16,34,0,0.62,0.72,0.0036,1,80.35,19,19,low,A
916,19,beginner,18,138,0,0.84,1.0,0.0216,0,,21,16,low,D
917,35,intermediate,7,128,0,0.6,0.71,0.0049,0,,19,0,low,C
918,137,advanced,6,84,0,0.41,0.48,0.0023,1,76.79,17,7,low,B
919,96,intermediate,12,221,0,0.86,0.97,0.0044,1,59.1,28,27,medium,C
920,171,advanced,17,21,0,0.31,0.38,0.0021,1,80.4,37,5,low,A
921,52,advanced,10,15,0,0.54,0.56,0.0003,1,64.47,29,11,low,C
922,142,intermediate,13,86,0,0.56,0.69,0.0038,1,52.69,31,23,low,C
923,79,beginner,8,49,0,0.63,0.85,0.0215,1,31.27,0,4,low,D
924,13,beginner,23,205,1,0.56,0.89,0.0265,1,4.58,17,28,medium,D
925,139,advanced,20,51,0,0.55,0.62,0.0024,1,73.02,4,4,low,B
926,66,beginner,19,207,0,0.85,1.0,0.018,0,,17,4,medium,C
927,67,advanced,10,98,0,0.3,0.34,0.001,1,100.45,29,27,low,A
928,68,beginner,9,82,0,0.59,0.78,0.0135,1,20.4,4,7,low,D
929,168,beginner,21,173,0,0.39,0.72,0.0237,1,28.48,17,18,low,D
930,24,intermediate,21,88,0,0.56,0.67,0.0051,1,28.12,5,15,low,D
931,30,beginner,8,183,0,0.55,1.0,0.0388,1,9.29,47,19,low,D
932,134,beginner,19,105,0,0.53,0.88,0.0212,1,-0.19,21,28,low,D
933,136,intermediate,14,40,0,0.54,0.64,0.0055,0,,37,19,low,C
934,27,beginner,13,49,0,0.81,1.0,0.0316,1,6.4,12,0,low,D
935,112,intermediate,10,53,0,0.74,0.84,0.0046,1,31.57,33,5,low,D
936,140,intermediate,19,164,0,0.37,0.56,0.0102,1,50.09,25,20,low,C
937,3,advanced,12,223,0,0.72,0.81,0.002,1,62.9,37,13,medium,C
938,84,beginner,6,41,0,0.5,0.6,0.0075,1,2.66,29,25,low,D
939,50,intermediate,20,94,0,0.72,0.85,0.0042,0,,1,17,low,B
940,138,advanced,20,214,0,0.44,0.51,0.001,0,,12,0,low,A
941,106,intermediate,17,19,0,0.82,0.91,0.0043,1,38.01,6,5,low,D
942,106,intermediate,14,175,0,0.75,0.91,0.0075,1,42.81,11,26,low,D
943,77,advanced,22,181,0,0.28,0.35,0.0016,1,106.18,48,9,low,A
944,56,advanced,18,239,0,0.66,0.78,0.0021,0,,25,8,low,B
945,148,advanced,13,25,0,0.46,0.49,0.0006,1,62.18,26,1,low,C
946,28,advanced,13,38,0,0.3,0.39,0.0033,1,70.99,49,6,low,B
947,86,beginner,20,134,0,0.73,1.0,0.0216,1,21.49,23,19,low,D
948,111,intermediate,9,206,0,0.68,0.99,0.0163,1,54.68,3,23,low,C
949,183,intermediate,23,22,1,0.73,0.83,0.0058,0,,10,13,medium,A
950,25,advanced,11,205,0,0.73,0.84,0.0027,0,,12,27,medium,A
951,131,intermediate,8,32,0,0.64,0.76,0.0097,1,49.49,38,3,low,D
952,116,advanced,15,57,0,0.35,0.44,0.0024,0,,44,2,low,B
953,144,beginner,18,88,0,0.52,0.87,0.0382,1,31.73,40,4,low,D
954,9,beginner,22,195,0,0.42,0.69,0.0235,1,33.09,19,29,low,D
955,164,intermediate,19,194,0,0.45,0.62,0.0076,0,,47,12,low,C
956,38,intermediate,16,57,0,0.6,0.72,0.0062,0,,26,10,low,B
957,127,beginner,18,169,0,0.71,1.0,0.0286,0,,36,21,low,C
958,40,advanced,9,117,0,0.44,0.52,0.0017,1,63.69,36,22,low,C
959,32,intermediate,12,71,0,0.86,0.97,0.0042,1,47.8,45,1,low,D
960,71,advanced,6,203,0,0.44,0.5,0.0012,0,,8,17,low,A
961,45,beginner,12,29,0,0.75,0.89,0.0103,1,-8.09,3,9,low,D
962,145,advanced,17,48,0,0.44,0.48,0.0008,1,71.12,32,2,low,B
963,67,advanced,10,230,0,0.8,0.91,0.002,1,77.53,46,17,medium,B
964,26,advanced,7,100,0,0.72,0.81,0.0019,1,46.12,8,26,low,D
965,187,beginner,11,102,0,0.67,0.88,0.0169,1,42.36,43,8,low,D
966,2,beginner,13,163,0,0.76,1.0,0.0198,1,-3.45,44,7,low,D
967,97,intermediate,18,144,0,0.81,0.94,0.0074,1,6.91,9,8,low,D
968,37,advanced,15,227,0,0.77,0.89,0.0027,1,39.26,3,7,medium,D
969,136,intermediate,13,35,0,0.26,0.33,0.0015,1,43.53,46,17,low,D
970,42,beginner,7,54,0,0.66,0.86,0.0117,1,20.14,45,25,low,D
971,23,intermediate,23,212,1,0.87,1.0,0.0053,1,27.27,40,4,high,D
972,79,beginner,14,50,0,0.4,0.77,0.0329,0,,18,10,low,C
973,95,beginner,15,67,0,0.53,0.7,0.0104,1,-1.91,8,12,low,D
974,174,advanced,22,167,0,0.53,0.62,0.0022,1,50.05,25,4,low,C
975,31,beginner,21,64,0,0.66,0.83,0.0122,0,,47,27,low,C
976,152,advanced,21,236,0,0.34,0.42,0.0015,0,,7,13,low,C
977,123,advanced,10,150,0,0.68,0.79,0.0023,1,91.95,8,12,low,A
978,18,intermediate,15,189,0,0.67,0.82,0.0043,1,61.32,29,2,low,C
979,123,advanced,7,87,0,0.32,0.38,0.0015,1,101.02,31,30,low,A
980,25,advanced,12,29,0,0.49,0.59,0.0079,1,80.47,35,23,low,A
981,4,advanced,17,123,0,0.6,0.66,0.0012,1,49.91,2,21,low,D
982,186,advanced,7,212,0,0.38,0.46,0.0017,0,,16,30,low,A
983,150,advanced,19,15,0,0.56,0.6,0.0011,0,,20,13,low,C
984,151,advanced,12,63,0,0.3,0.43,0.0028,1,90.1,45,5,low,A
985,127,beginner,22,66,0,0.64,0.91,0.0278,1,0.07,5,21,low,D
986,159,intermediate,18,82,0,0.43,0.58,0.008,1,40.47,19,13,low,D
987,34,advanced,8,201,0,0.33,0.45,0.0027,0,,44,21,low,C
988,51,beginner,7,70,0,0.56,0.75,0.0148,1,7.89,36,8,low,D
989,20,advanced,21,47,0,0.61,0.67,0.0015,1,67.71,12,24,low,B
990,87,beginner,9,210,0,0.64,0.88,0.0166,1,7.26,44,6,low,D
991,116,advanced,9,44,0,0.27,0.35,0.0024,0,,2,7,low,C
992,124,intermediate,6,113,0,0.47,0.61,0.0051,0,,48,10,low,B
993,98,beginner,8,27,0,0.68,0.78,0.0084,1,2.54,3,25,low,D
994,48,intermediate,9,151,0,0.57,0.77,0.0081,1,43.43,45,18,low,D
995,177,intermediate,16,20,0,0.81,0.94,0.0088,1,36.87,5,13,low,D
996,174,advanced,16,230,0,0.48,0.58,0.0023,1,75.38,8,4,low,B
997,166,intermediate,7,94,0,0.78,0.87,0.0034,1,12.5,16,5,low,D
998,171,advanced,10,161,0,0.36,0.41,0.0009,0,,10,6,low,A
999,95,beginner,23,107,1,0.72,0.91,0.0122,1,5.7,16,5,medium,D
1000,44,intermediate,9,170,0,0.86,1.0,0.0057,1,30.86,23,13,low,D
1001,159,intermediate,10,63,0,0.66,0.76,0.005,1,55.6,29,22,low,C
1002,25,advanced,23,76,1,0.74,0.78,0.0009,0,,29,2,medium,A
1003,195,advanced,11,112,0,0.31,0.37,0.0013,1,75.19,12,19,low,B
1004,104,advanced,17,187,0,0.54,0.67,0.0032,1,92.94,7,4,low,A
1005,168,beginner,10,158,0,0.66,1.0,0.0327,0,,15,4,low,B
1006,95,beginner,12,218,0,0.72,1.0,0.0258,1,14.5,20,22,medium,D
1007,107,advanced,15,164,0,0.82,0.91,0.0013,1,76.71,43,14,low,B
1008,176,beginner,17,38,0,0.83,0.96,0.0074,1,-0.76,40,23,low,D
1009,73,beginner,7,29,0,0.39,0.55,0.0222,1,27.61,32,9,low,D
1010,19,beginner,14,67,0,0.85,1.0,0.0121,0,,29,10,low,D
1011,133,advanced,22,150,0,0.27,0.36,0.0013,0,,45,24,low,A
1012,16,intermediate,16,125,0,0.87,1.0,0.0062,0,,8,13,low,C
1013,194,intermediate,18,229,0,0.48,0.62,0.0091,0,,16,29,low,C
1014,116,advanced,15,197,0,0.67,0.75,0.0019,0,,33,29,low,B
1015,129,advanced,12,15,0,0.68,0.72,0.0009,1,66.05,22,27,low,B
1016,7,intermediate,22,191,0,0.43,0.62,0.0097,0,,38,18,low,D
1017,80,advanced,22,205,0,0.3,0.35,0.0008,1,80.41,28,27,low,A
1018,169,beginner,18,165,0,0.35,0.63,0.0124,1,22.04,35,17,low,D
1019,7,intermediate,10,71,0,0.61,0.77,0.0078,1,44.81,47,9,low,D
1020,198,beginner,18,208,0,0.48,0.92,0.0484,1,37.86,2,29,low,D
1021,106,intermediate,16,183,0,0.59,0.9,0.0138,1,67.32,14,0,low,B
1022,151,advanced,23,142,1,0.36,0.44,0.0025,1,80.42,7,13,low,A
1023,93,beginner,14,111,0,0.61,0.82,0.0176,1,26.32,27,17,low,D
1024,38,intermediate,22,33,0,0.35,0.51,0.0059,0,,1,10,low,B
1025,92,beginner,16,176,0,0.85,1.0,0.0161,1,-2.59,2,2,low,D
1026,155,beginner,7,125,0,0.71,0.97,0.0271,0,,15,8,low,D
1027,3,advanced,21,67,0,0.63,0.69,0.0014,1,55.42,48,17,low,C
1028,77,advanced,21,230,0,0.67,0.73,0.0011,0,,31,11,low,A
